# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-31 07:34:21 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 10126000 BEAR RIVER NEAR CORINNE, UT
# -----------------------------------------------------------------------------------
#
# Data provided for site 10126000
#            TS   parameter     statistic     Description
#        143472       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	143472_00060_00003	143472_00060_00003_cd
USGS	10126000	1983-03-21	4650	A
USGS	10126000	1983-03-22	4410	A
USGS	10126000	1983-03-23	4380	A
USGS	10126000	1983-03-24	4410	A
USGS	10126000	1983-03-25	4350	A
USGS	10126000	1983-03-26	4270	A
USGS	10126000	1983-03-27	4190	A
USGS	10126000	1983-03-28	4080	A
USGS	10126000	1983-03-29	4020	A
USGS	10126000	1983-03-30	4010	A
USGS	10126000	1983-03-31	3900	A
USGS	10126000	1983-04-01	3820	A
USGS	10126000	1983-04-02	3760	A
USGS	10126000	1983-04-03	3730	A
USGS	10126000	1983-04-04	3660	A
USGS	10126000	1983-04-05	3690	A
USGS	10126000	1983-04-06	3700	A
USGS	10126000	1983-04-07	3690	A
USGS	10126000	1983-04-08	3670	A
USGS	10126000	1983-04-09	3600	A
USGS	10126000	1983-04-10	3490	A
USGS	10126000	1983-04-11	3470	A
USGS	10126000	1983-04-12	3470	A
USGS	10126000	1983-04-13	3470	A
USGS	10126000	1983-04-14	3650	A
USGS	10126000	1983-04-15	3760	A
USGS	10126000	1983-04-16	3550	A
USGS	10126000	1983-04-17	3490	A
USGS	10126000	1983-04-18	3380	A
USGS	10126000	1983-04-19	3320	A
USGS	10126000	1983-04-20	3240	A
USGS	10126000	1983-04-21	3510	A
USGS	10126000	1983-04-22	3670	A
USGS	10126000	1983-04-23	3840	A
USGS	10126000	1983-04-24	4020	A
USGS	10126000	1983-04-25	4080	A
USGS	10126000	1983-04-26	4110	A
USGS	10126000	1983-04-27	4680	A
USGS	10126000	1983-04-28	5100	A
USGS	10126000	1983-04-29	5220	A
USGS	10126000	1983-04-30	5130	A
USGS	10126000	1983-05-01	5120	A
USGS	10126000	1983-05-02	5130	A
USGS	10126000	1983-05-03	5400	A
USGS	10126000	1983-05-04	5770	A
USGS	10126000	1983-05-05	6110	A
USGS	10126000	1983-05-06	6410	A
USGS	10126000	1983-05-07	6500	A
USGS	10126000	1983-05-08	6490	A
USGS	10126000	1983-05-09	6440	A
USGS	10126000	1983-05-10	6310	A
USGS	10126000	1983-05-11	6120	A
USGS	10126000	1983-05-12	6060	A
USGS	10126000	1983-05-13	6020	A
USGS	10126000	1983-05-14	6070	A
USGS	10126000	1983-05-15	5990	A
USGS	10126000	1983-05-16	5840	A
USGS	10126000	1983-05-17	5590	A
USGS	10126000	1983-05-18	5410	A
USGS	10126000	1983-05-19	5420	A
USGS	10126000	1983-05-20	5670	A
USGS	10126000	1983-05-21	5930	A
USGS	10126000	1983-05-22	6220	A
USGS	10126000	1983-05-23	6200	A
USGS	10126000	1983-05-24	6220	A
USGS	10126000	1983-05-25	6200	A
USGS	10126000	1983-05-26	6250	A
USGS	10126000	1983-05-27	6460	A
USGS	10126000	1983-05-28	6830	A
USGS	10126000	1983-05-29	7240	A
USGS	10126000	1983-05-30	7730	A
USGS	10126000	1983-05-31	8210	A
USGS	10126000	1983-06-01	8740	A
USGS	10126000	1983-06-02	9290	A
USGS	10126000	1983-06-03	9640	A
USGS	10126000	1983-06-04	9750	A
USGS	10126000	1983-06-05	9640	A
USGS	10126000	1983-06-06	9570	A
USGS	10126000	1983-06-07	9570	A
USGS	10126000	1983-06-08	9230	A
USGS	10126000	1983-06-09	8800	A
USGS	10126000	1983-06-10	8380	A
USGS	10126000	1983-06-11	8140	A
USGS	10126000	1983-06-12	8020	A
USGS	10126000	1983-06-13	8030	A
USGS	10126000	1983-06-14	8230	A
USGS	10126000	1983-06-15	8360	A
USGS	10126000	1983-06-16	8310	A
USGS	10126000	1983-06-17	8020	A
USGS	10126000	1983-06-18	7560	A
USGS	10126000	1983-06-19	7140	A
USGS	10126000	1983-06-20	6780	A
USGS	10126000	1983-06-21	6580	A
USGS	10126000	1983-06-22	6520	A
USGS	10126000	1983-06-23	6590	A
USGS	10126000	1983-06-24	6760	A
USGS	10126000	1983-06-25	6840	A
USGS	10126000	1983-06-26	6780	A
USGS	10126000	1983-06-27	6720	A
USGS	10126000	1983-06-28	6580	A
USGS	10126000	1983-06-29	6350	A
USGS	10126000	1983-06-30	6030	A
USGS	10126000	1983-07-01	5660	A
USGS	10126000	1983-07-02	5430	A
USGS	10126000	1983-07-03	5250	A
USGS	10126000	1983-07-04	5140	A
USGS	10126000	1983-07-05	5200	A
USGS	10126000	1983-07-06	5310	A
USGS	10126000	1983-07-07	5350	A
USGS	10126000	1983-07-08	5340	A
USGS	10126000	1983-07-09	5240	A
USGS	10126000	1983-07-10	5040	A
USGS	10126000	1983-07-11	4900	A
USGS	10126000	1983-07-12	4860	A
USGS	10126000	1983-07-13	4850	A
USGS	10126000	1983-07-14	4850	A
USGS	10126000	1983-07-15	4660	A
USGS	10126000	1983-07-16	4430	A
USGS	10126000	1983-07-17	4340	A
USGS	10126000	1983-07-18	4130	A
USGS	10126000	1983-07-19	3910	A
USGS	10126000	1983-07-20	3510	A
USGS	10126000	1983-07-21	3170	A
USGS	10126000	1983-07-22	3050	A
USGS	10126000	1983-07-23	2800	A
USGS	10126000	1983-07-24	2840	A
USGS	10126000	1983-07-25	2910	A
USGS	10126000	1983-07-26	3080	A
USGS	10126000	1983-07-27	3240	A
USGS	10126000	1983-07-28	3320	A
USGS	10126000	1983-07-29	3020	A
USGS	10126000	1983-07-30	2240	A
USGS	10126000	1983-07-31	2700	A
USGS	10126000	1983-08-01	2970	A
USGS	10126000	1983-08-02	2980	A
USGS	10126000	1983-08-03	2210	A
USGS	10126000	1983-08-04	2610	A
USGS	10126000	1983-08-05	2810	A
USGS	10126000	1983-08-06	1360	A
USGS	10126000	1983-08-07	1270	A
USGS	10126000	1983-08-08	1630	A
USGS	10126000	1983-08-09	1950	A
USGS	10126000	1983-08-10	2350	A
USGS	10126000	1983-08-11	2550	A
USGS	10126000	1983-08-12	2090	A
USGS	10126000	1983-08-13	2330	A
USGS	10126000	1983-08-14	2310	A
USGS	10126000	1983-08-15	2650	A
USGS	10126000	1983-08-16	2480	A
USGS	10126000	1983-08-17	2550	A
USGS	10126000	1983-08-18	3060	A
USGS	10126000	1983-08-19	3420	A
USGS	10126000	1983-08-20	3670	A
USGS	10126000	1983-08-21	4020	A
USGS	10126000	1983-08-22	4150	A
USGS	10126000	1983-08-23	4150	A
USGS	10126000	1983-08-24	4150	A
USGS	10126000	1983-08-25	4160	A
USGS	10126000	1983-08-26	4340	A
USGS	10126000	1983-08-27	4440	A
USGS	10126000	1983-08-28	4440	A
USGS	10126000	1983-08-29	4250	A
USGS	10126000	1983-08-30	3710	A
USGS	10126000	1983-08-31	3320	A
USGS	10126000	1983-09-01	3300	A
USGS	10126000	1983-09-02	3140	A
USGS	10126000	1983-09-03	3190	A
USGS	10126000	1983-09-04	3420	A
USGS	10126000	1983-09-05	3460	A
USGS	10126000	1983-09-06	3410	A
USGS	10126000	1983-09-07	3480	A
USGS	10126000	1983-09-08	3520	A
USGS	10126000	1983-09-09	3490	A
USGS	10126000	1983-09-10	3440	A
USGS	10126000	1983-09-11	3420	A
USGS	10126000	1983-09-12	3380	A
USGS	10126000	1983-09-13	3000	A
USGS	10126000	1983-09-14	1670	A
USGS	10126000	1983-09-15	1750	A
USGS	10126000	1983-09-16	2820	A
USGS	10126000	1983-09-17	2710	A
USGS	10126000	1983-09-18	2550	A
USGS	10126000	1983-09-19	2890	A
USGS	10126000	1983-09-20	2940	A
USGS	10126000	1983-09-21	2420	A
USGS	10126000	1983-09-22	2600	A
USGS	10126000	1983-09-23	2930	A
USGS	10126000	1983-09-24	2590	A
USGS	10126000	1983-09-25	2710	A
USGS	10126000	1983-09-26	2990	A
USGS	10126000	1983-09-27	3090	A
USGS	10126000	1983-09-28	3300	A
USGS	10126000	1983-09-29	3420	A
USGS	10126000	1983-09-30	3310	A
USGS	10126000	1983-10-01	3770	A
USGS	10126000	1983-10-02	3990	A
USGS	10126000	1983-10-03	4130	A
USGS	10126000	1983-10-04	4130	A
USGS	10126000	1983-10-05	4140	A
USGS	10126000	1983-10-06	4350	A
USGS	10126000	1983-10-07	4530	A
USGS	10126000	1983-10-08	4570	A
USGS	10126000	1983-10-09	4590	A
USGS	10126000	1983-10-10	4590	A
USGS	10126000	1983-10-11	4570	A
USGS	10126000	1983-10-12	4560	A
USGS	10126000	1983-10-13	4490	A
USGS	10126000	1983-10-14	4460	A
USGS	10126000	1983-10-15	4270	A
USGS	10126000	1983-10-16	4150	A
USGS	10126000	1983-10-17	4120	A
USGS	10126000	1983-10-18	4040	A
USGS	10126000	1983-10-19	3700	A
USGS	10126000	1983-10-20	3780	A
USGS	10126000	1983-10-21	3980	A
USGS	10126000	1983-10-22	4050	A
USGS	10126000	1983-10-23	4070	A
USGS	10126000	1983-10-24	4110	A
USGS	10126000	1983-10-25	4210	A
USGS	10126000	1983-10-26	4270	A
USGS	10126000	1983-10-27	4280	A
USGS	10126000	1983-10-28	4300	A
USGS	10126000	1983-10-29	4380	A
USGS	10126000	1983-10-30	4420	A
USGS	10126000	1983-10-31	4430	A
USGS	10126000	1983-11-01	4180	A
USGS	10126000	1983-11-02	3890	A
USGS	10126000	1983-11-03	4020	A
USGS	10126000	1983-11-04	4080	A
USGS	10126000	1983-11-05	4090	A
USGS	10126000	1983-11-06	4090	A
USGS	10126000	1983-11-07	4100	A
USGS	10126000	1983-11-08	4060	A
USGS	10126000	1983-11-09	4070	A
USGS	10126000	1983-11-10	4110	A
USGS	10126000	1983-11-11	4230	A
USGS	10126000	1983-11-12	4370	A
USGS	10126000	1983-11-13	4450	A
USGS	10126000	1983-11-14	4460	A
USGS	10126000	1983-11-15	4550	A
USGS	10126000	1983-11-16	4660	A
USGS	10126000	1983-11-17	4610	A
USGS	10126000	1983-11-18	4570	A
USGS	10126000	1983-11-19	4440	A
USGS	10126000	1983-11-20	4360	A
USGS	10126000	1983-11-21	4410	A
USGS	10126000	1983-11-22	4460	A
USGS	10126000	1983-11-23	4550	A
USGS	10126000	1983-11-24	4710	A
USGS	10126000	1983-11-25	4800	A
USGS	10126000	1983-11-26	4780	A
USGS	10126000	1983-11-27	4750	A
USGS	10126000	1983-11-28	4750	A
USGS	10126000	1983-11-29	4750	A
USGS	10126000	1983-11-30	4670	A
USGS	10126000	1983-12-01	4560	A
USGS	10126000	1983-12-02	4120	A
USGS	10126000	1983-12-03	4270	A
USGS	10126000	1983-12-04	4420	A
USGS	10126000	1983-12-05	4480	A
USGS	10126000	1983-12-06	4620	A
USGS	10126000	1983-12-07	4690	A
USGS	10126000	1983-12-08	4870	A
USGS	10126000	1983-12-09	5020	A
USGS	10126000	1983-12-10	5270	A
USGS	10126000	1983-12-11	5430	A
USGS	10126000	1983-12-12	5480	A
USGS	10126000	1983-12-13	5630	A
USGS	10126000	1983-12-14	5840	A
USGS	10126000	1983-12-15	6010	A
USGS	10126000	1983-12-16	6010	A
USGS	10126000	1983-12-17	5810	A
USGS	10126000	1983-12-18	5510	A
USGS	10126000	1983-12-19	5380	A
USGS	10126000	1983-12-20	4900	A
USGS	10126000	1983-12-21	4400	A
USGS	10126000	1983-12-22	3900	A
USGS	10126000	1983-12-23	3400	A
USGS	10126000	1983-12-24	2500	A
USGS	10126000	1983-12-25	3100	A
USGS	10126000	1983-12-26	2600	A
USGS	10126000	1983-12-27	2800	A
USGS	10126000	1983-12-28	2900	A
USGS	10126000	1983-12-29	3000	A
USGS	10126000	1983-12-30	2900	A
USGS	10126000	1983-12-31	3000	A
USGS	10126000	1984-01-01	3200	A
USGS	10126000	1984-01-02	3100	A
USGS	10126000	1984-01-03	3300	A
USGS	10126000	1984-01-04	3500	A
USGS	10126000	1984-01-05	4200	A
USGS	10126000	1984-01-06	4200	A
USGS	10126000	1984-01-07	4100	A
USGS	10126000	1984-01-08	4100	A
USGS	10126000	1984-01-09	4100	A
USGS	10126000	1984-01-10	4300	A
USGS	10126000	1984-01-11	4500	A
USGS	10126000	1984-01-12	4600	A
USGS	10126000	1984-01-13	4600	A
USGS	10126000	1984-01-14	4400	A
USGS	10126000	1984-01-15	3800	A
USGS	10126000	1984-01-16	3800	A
USGS	10126000	1984-01-17	3700	A
USGS	10126000	1984-01-18	3100	A
USGS	10126000	1984-01-19	2600	A
USGS	10126000	1984-01-20	3300	A
USGS	10126000	1984-01-21	3100	A
USGS	10126000	1984-01-22	2400	A
USGS	10126000	1984-01-23	3000	A
USGS	10126000	1984-01-24	3000	A
USGS	10126000	1984-01-25	2400	A
USGS	10126000	1984-01-26	2800	A
USGS	10126000	1984-01-27	3300	A
USGS	10126000	1984-01-28	3800	A
USGS	10126000	1984-01-29	4100	A
USGS	10126000	1984-01-30	4200	A
USGS	10126000	1984-01-31	4200	A
USGS	10126000	1984-02-01	4100	A
USGS	10126000	1984-02-02	3900	A
USGS	10126000	1984-02-03	3600	A
USGS	10126000	1984-02-04	3300	A
USGS	10126000	1984-02-05	3300	A
USGS	10126000	1984-02-06	3100	A
USGS	10126000	1984-02-07	3000	A
USGS	10126000	1984-02-08	3300	A
USGS	10126000	1984-02-09	3400	A
USGS	10126000	1984-02-10	3400	A
USGS	10126000	1984-02-11	3400	A
USGS	10126000	1984-02-12	3300	A
USGS	10126000	1984-02-13	3300	A
USGS	10126000	1984-02-14	3300	A
USGS	10126000	1984-02-15	3400	A
USGS	10126000	1984-02-16	3500	A
USGS	10126000	1984-02-17	3650	A
USGS	10126000	1984-02-18	3800	A
USGS	10126000	1984-02-19	3900	A
USGS	10126000	1984-02-20	4100	A
USGS	10126000	1984-02-21	4100	A
USGS	10126000	1984-02-22	4000	A
USGS	10126000	1984-02-23	3900	A
USGS	10126000	1984-02-24	3700	A
USGS	10126000	1984-02-25	3700	A
USGS	10126000	1984-02-26	3700	A
USGS	10126000	1984-02-27	3700	A
USGS	10126000	1984-02-28	3700	A
USGS	10126000	1984-02-29	3700	A
USGS	10126000	1984-03-01	3600	A
USGS	10126000	1984-03-02	3600	A
USGS	10126000	1984-03-03	3700	A
USGS	10126000	1984-03-04	3600	A
USGS	10126000	1984-03-05	3500	A
USGS	10126000	1984-03-06	3500	A
USGS	10126000	1984-03-07	3500	A
USGS	10126000	1984-03-08	3500	A
USGS	10126000	1984-03-09	3620	A
USGS	10126000	1984-03-10	3580	A
USGS	10126000	1984-03-11	3850	A
USGS	10126000	1984-03-12	4150	A
USGS	10126000	1984-03-13	4390	A
USGS	10126000	1984-03-14	4490	A
USGS	10126000	1984-03-15	4430	A
USGS	10126000	1984-03-16	4900	A
USGS	10126000	1984-03-17	5770	A
USGS	10126000	1984-03-18	6320	A
USGS	10126000	1984-03-19	6750	A
USGS	10126000	1984-03-20	7090	A
USGS	10126000	1984-03-21	7270	A
USGS	10126000	1984-03-22	7180	A
USGS	10126000	1984-03-23	7110	A
USGS	10126000	1984-03-24	6970	A
USGS	10126000	1984-03-25	6760	A
USGS	10126000	1984-03-26	6650	A
USGS	10126000	1984-03-27	6390	A
USGS	10126000	1984-03-28	5880	A
USGS	10126000	1984-03-29	5580	A
USGS	10126000	1984-03-30	5360	A
USGS	10126000	1984-03-31	5130	A
USGS	10126000	1984-04-01	4910	A
USGS	10126000	1984-04-02	4760	A
USGS	10126000	1984-04-03	4880	A
USGS	10126000	1984-04-04	5230	A
USGS	10126000	1984-04-05	5450	A
USGS	10126000	1984-04-06	5490	A
USGS	10126000	1984-04-07	5510	A
USGS	10126000	1984-04-08	5500	A
USGS	10126000	1984-04-09	5550	A
USGS	10126000	1984-04-10	5810	A
USGS	10126000	1984-04-11	6150	A
USGS	10126000	1984-04-12	6330	A
USGS	10126000	1984-04-13	6370	A
USGS	10126000	1984-04-14	6280	A
USGS	10126000	1984-04-15	6130	A
USGS	10126000	1984-04-16	5930	A
USGS	10126000	1984-04-17	5600	A
USGS	10126000	1984-04-18	5460	A
USGS	10126000	1984-04-19	5720	A
USGS	10126000	1984-04-20	6320	A
USGS	10126000	1984-04-21	7130	A
USGS	10126000	1984-04-22	8630	A
USGS	10126000	1984-04-23	9840	A
USGS	10126000	1984-04-24	10100	A
USGS	10126000	1984-04-25	9650	A
USGS	10126000	1984-04-26	9090	A
USGS	10126000	1984-04-27	8800	A
USGS	10126000	1984-04-28	8530	A
USGS	10126000	1984-04-29	8150	A
USGS	10126000	1984-04-30	7400	A
USGS	10126000	1984-05-01	6850	A
USGS	10126000	1984-05-02	6630	A
USGS	10126000	1984-05-03	6310	A
USGS	10126000	1984-05-04	6060	A
USGS	10126000	1984-05-05	6250	A
USGS	10126000	1984-05-06	6560	A
USGS	10126000	1984-05-07	6790	A
USGS	10126000	1984-05-08	6890	A
USGS	10126000	1984-05-09	6910	A
USGS	10126000	1984-05-10	6940	A
USGS	10126000	1984-05-11	6910	A
USGS	10126000	1984-05-12	6740	A
USGS	10126000	1984-05-13	6890	A
USGS	10126000	1984-05-14	7590	A
USGS	10126000	1984-05-15	9010	A
USGS	10126000	1984-05-16	10700	A
USGS	10126000	1984-05-17	12400	A
USGS	10126000	1984-05-18	13700	A
USGS	10126000	1984-05-19	14300	A
USGS	10126000	1984-05-20	14000	A
USGS	10126000	1984-05-21	13600	A
USGS	10126000	1984-05-22	12800	A
USGS	10126000	1984-05-23	12500	A
USGS	10126000	1984-05-24	12300	A
USGS	10126000	1984-05-25	11900	A
USGS	10126000	1984-05-26	11600	A
USGS	10126000	1984-05-27	11600	A
USGS	10126000	1984-05-28	11500	A
USGS	10126000	1984-05-29	11000	A
USGS	10126000	1984-05-30	10400	A
USGS	10126000	1984-05-31	9900	A
USGS	10126000	1984-06-01	9400	A
USGS	10126000	1984-06-02	9410	A
USGS	10126000	1984-06-03	9870	A
USGS	10126000	1984-06-04	10100	A
USGS	10126000	1984-06-05	10400	A
USGS	10126000	1984-06-06	10500	A
USGS	10126000	1984-06-07	10700	A
USGS	10126000	1984-06-08	11000	A
USGS	10126000	1984-06-09	11000	A
USGS	10126000	1984-06-10	10700	A
USGS	10126000	1984-06-11	10600	A
USGS	10126000	1984-06-12	10600	A
USGS	10126000	1984-06-13	10400	A
USGS	10126000	1984-06-14	9930	A
USGS	10126000	1984-06-15	9120	A
USGS	10126000	1984-06-16	8600	A
USGS	10126000	1984-06-17	8510	A
USGS	10126000	1984-06-18	8680	A
USGS	10126000	1984-06-19	9150	A
USGS	10126000	1984-06-20	9380	A
USGS	10126000	1984-06-21	9440	A
USGS	10126000	1984-06-22	9360	A
USGS	10126000	1984-06-23	9210	A
USGS	10126000	1984-06-24	8830	A
USGS	10126000	1984-06-25	8380	A
USGS	10126000	1984-06-26	7780	A
USGS	10126000	1984-06-27	7120	A
USGS	10126000	1984-06-28	6480	A
USGS	10126000	1984-06-29	5950	A
USGS	10126000	1984-06-30	5420	A
USGS	10126000	1984-07-01	5230	A
USGS	10126000	1984-07-02	5050	A
USGS	10126000	1984-07-03	4810	A
USGS	10126000	1984-07-04	4480	A
USGS	10126000	1984-07-05	4190	A
USGS	10126000	1984-07-06	3930	A
USGS	10126000	1984-07-07	3750	A
USGS	10126000	1984-07-08	3580	A
USGS	10126000	1984-07-09	3470	A
USGS	10126000	1984-07-10	3270	A
USGS	10126000	1984-07-11	2950	A
USGS	10126000	1984-07-12	2810	A
USGS	10126000	1984-07-13	2760	A
USGS	10126000	1984-07-14	3020	A
USGS	10126000	1984-07-15	2910	A
USGS	10126000	1984-07-16	3200	A
USGS	10126000	1984-07-17	2680	A
USGS	10126000	1984-07-18	2900	A
USGS	10126000	1984-07-19	2630	A
USGS	10126000	1984-07-20	1430	A
USGS	10126000	1984-07-21	2110	A
USGS	10126000	1984-07-22	2280	A
USGS	10126000	1984-07-23	2890	A
USGS	10126000	1984-07-24	3360	A
USGS	10126000	1984-07-25	3380	A
USGS	10126000	1984-07-26	3430	A
USGS	10126000	1984-07-27	3480	A
USGS	10126000	1984-07-28	3450	A
USGS	10126000	1984-07-29	3520	A
USGS	10126000	1984-07-30	3770	A
USGS	10126000	1984-07-31	3880	A
USGS	10126000	1984-08-01	3780	A
USGS	10126000	1984-08-02	3560	A
USGS	10126000	1984-08-03	3420	A
USGS	10126000	1984-08-04	3450	A
USGS	10126000	1984-08-05	3460	A
USGS	10126000	1984-08-06	3410	A
USGS	10126000	1984-08-07	3330	A
USGS	10126000	1984-08-08	3260	A
USGS	10126000	1984-08-09	3120	A
USGS	10126000	1984-08-10	2850	A
USGS	10126000	1984-08-11	2460	A
USGS	10126000	1984-08-12	2370	A
USGS	10126000	1984-08-13	2300	A
USGS	10126000	1984-08-14	2310	A
USGS	10126000	1984-08-15	2340	A
USGS	10126000	1984-08-16	2360	A
USGS	10126000	1984-08-17	2320	A
USGS	10126000	1984-08-18	2660	A
USGS	10126000	1984-08-19	2730	A
USGS	10126000	1984-08-20	2810	A
USGS	10126000	1984-08-21	2770	A
USGS	10126000	1984-08-22	2700	A
USGS	10126000	1984-08-23	3070	A
USGS	10126000	1984-08-24	3220	A
USGS	10126000	1984-08-25	3160	A
USGS	10126000	1984-08-26	2880	A
USGS	10126000	1984-08-27	2980	A
USGS	10126000	1984-08-28	3250	A
USGS	10126000	1984-08-29	2970	A
USGS	10126000	1984-08-30	3080	A
USGS	10126000	1984-08-31	2920	A
USGS	10126000	1984-09-01	3000	A
USGS	10126000	1984-09-02	3040	A
USGS	10126000	1984-09-03	3110	A
USGS	10126000	1984-09-04	3270	A
USGS	10126000	1984-09-05	3300	A
USGS	10126000	1984-09-06	3270	A
USGS	10126000	1984-09-07	2890	A
USGS	10126000	1984-09-08	3030	A
USGS	10126000	1984-09-09	3210	A
USGS	10126000	1984-09-10	3230	A
USGS	10126000	1984-09-11	3230	A
USGS	10126000	1984-09-12	2750	A
USGS	10126000	1984-09-13	2970	A
USGS	10126000	1984-09-14	3460	A
USGS	10126000	1984-09-15	3580	A
USGS	10126000	1984-09-16	3620	A
USGS	10126000	1984-09-17	3590	A
USGS	10126000	1984-09-18	3450	A
USGS	10126000	1984-09-19	3350	A
USGS	10126000	1984-09-20	3330	A
USGS	10126000	1984-09-21	3390	A
USGS	10126000	1984-09-22	3350	A
USGS	10126000	1984-09-23	3460	A
USGS	10126000	1984-09-24	3720	A
USGS	10126000	1984-09-25	3960	A
USGS	10126000	1984-09-26	4040	A
USGS	10126000	1984-09-27	4050	A
USGS	10126000	1984-09-28	4040	A
USGS	10126000	1984-09-29	4020	A
USGS	10126000	1984-09-30	3990	A
USGS	10126000	1984-10-01	3980	A
USGS	10126000	1984-10-02	4000	A
USGS	10126000	1984-10-03	3850	A
USGS	10126000	1984-10-04	3790	A
USGS	10126000	1984-10-05	3800	A
USGS	10126000	1984-10-06	3790	A
USGS	10126000	1984-10-07	3600	A
USGS	10126000	1984-10-08	3670	A
USGS	10126000	1984-10-09	3790	A
USGS	10126000	1984-10-10	4020	A
USGS	10126000	1984-10-11	4170	A
USGS	10126000	1984-10-12	4280	A
USGS	10126000	1984-10-13	4290	A
USGS	10126000	1984-10-14	4290	A
USGS	10126000	1984-10-15	4290	A
USGS	10126000	1984-10-16	4180	A
USGS	10126000	1984-10-17	4260	A
USGS	10126000	1984-10-18	4290	A
USGS	10126000	1984-10-19	4280	A
USGS	10126000	1984-10-20	4280	A
USGS	10126000	1984-10-21	4220	A
USGS	10126000	1984-10-22	4150	A
USGS	10126000	1984-10-23	4060	A
USGS	10126000	1984-10-24	4010	A
USGS	10126000	1984-10-25	4030	A
USGS	10126000	1984-10-26	4050	A
USGS	10126000	1984-10-27	4060	A
USGS	10126000	1984-10-28	4110	A
USGS	10126000	1984-10-29	4220	A
USGS	10126000	1984-10-30	4200	A
USGS	10126000	1984-10-31	4200	A
USGS	10126000	1984-11-01	4230	A
USGS	10126000	1984-11-02	4300	A
USGS	10126000	1984-11-03	4290	A
USGS	10126000	1984-11-04	4170	A
USGS	10126000	1984-11-05	4170	A
USGS	10126000	1984-11-06	4090	A
USGS	10126000	1984-11-07	4130	A
USGS	10126000	1984-11-08	4230	A
USGS	10126000	1984-11-09	4410	A
USGS	10126000	1984-11-10	4450	A
USGS	10126000	1984-11-11	4450	A
USGS	10126000	1984-11-12	4470	A
USGS	10126000	1984-11-13	4800	A
USGS	10126000	1984-11-14	4960	A
USGS	10126000	1984-11-15	4920	A
USGS	10126000	1984-11-16	4990	A
USGS	10126000	1984-11-17	5080	A
USGS	10126000	1984-11-18	5230	A
USGS	10126000	1984-11-19	5220	A
USGS	10126000	1984-11-20	5030	A
USGS	10126000	1984-11-21	4890	A
USGS	10126000	1984-11-22	4580	A
USGS	10126000	1984-11-23	4400	A
USGS	10126000	1984-11-24	4360	A
USGS	10126000	1984-11-25	4370	A
USGS	10126000	1984-11-26	4350	A
USGS	10126000	1984-11-27	4380	A
USGS	10126000	1984-11-28	4300	A
USGS	10126000	1984-11-29	3860	A
USGS	10126000	1984-11-30	3020	A
USGS	10126000	1984-12-01	3150	A
USGS	10126000	1984-12-02	3580	A
USGS	10126000	1984-12-03	3820	A
USGS	10126000	1984-12-04	3890	A
USGS	10126000	1984-12-05	3660	A
USGS	10126000	1984-12-06	3250	A
USGS	10126000	1984-12-07	4030	A
USGS	10126000	1984-12-08	4200	A
USGS	10126000	1984-12-09	4310	A
USGS	10126000	1984-12-10	4330	A
USGS	10126000	1984-12-11	4280	A
USGS	10126000	1984-12-12	4290	A
USGS	10126000	1984-12-13	4200	A
USGS	10126000	1984-12-14	4070	A
USGS	10126000	1984-12-15	3750	A
USGS	10126000	1984-12-16	3100	A
USGS	10126000	1984-12-17	3480	A
USGS	10126000	1984-12-18	3420	A
USGS	10126000	1984-12-19	3320	A
USGS	10126000	1984-12-20	3300	A
USGS	10126000	1984-12-21	3320	A
USGS	10126000	1984-12-22	3360	A
USGS	10126000	1984-12-23	3500	A
USGS	10126000	1984-12-24	3750	A
USGS	10126000	1984-12-25	4070	A
USGS	10126000	1984-12-26	4240	A
USGS	10126000	1984-12-27	4300	A
USGS	10126000	1984-12-28	4300	A
USGS	10126000	1984-12-29	4060	A
USGS	10126000	1984-12-30	3740	A
USGS	10126000	1984-12-31	3600	A
USGS	10126000	1985-01-01	3540	A
USGS	10126000	1985-01-02	3460	A
USGS	10126000	1985-01-03	3380	A
USGS	10126000	1985-01-04	3300	A
USGS	10126000	1985-01-05	3180	A
USGS	10126000	1985-01-06	3040	A
USGS	10126000	1985-01-07	2900	A
USGS	10126000	1985-01-08	2780	A
USGS	10126000	1985-01-09	2740	A
USGS	10126000	1985-01-10	2820	A
USGS	10126000	1985-01-11	2880	A
USGS	10126000	1985-01-12	2920	A
USGS	10126000	1985-01-13	2980	A
USGS	10126000	1985-01-14	2960	A
USGS	10126000	1985-01-15	2720	A
USGS	10126000	1985-01-16	2420	A
USGS	10126000	1985-01-17	2060	A
USGS	10126000	1985-01-18	2240	A
USGS	10126000	1985-01-19	2760	A
USGS	10126000	1985-01-20	2200	A
USGS	10126000	1985-01-21	2960	A
